wdur,twdur,age,jobno2,single,hrswk,size,marri,female,white,rhrpay2,ind_pub,highsch,graduate,hrswk_sq
16,416,32,16,0,40,175,"Divorced",1,1,319,1,0,0,1600
8,452,34,17,0,40,13,"Divorced",1,1,257,0,0,0,1600
32,304,27,3,0,40,800,"Married",0,1,720,0,1,0,1600
16,82,21,5,1,15,40,"Never-married",1,1,211,0,1,0,225
51,133,23,4,1,5,-4,"Never-married",1,1,292,0,1,0,25
39,172,23,7,0,25,4,"Never-married",1,1,276,0,1,0,625
8,391,28,9,1,45,60,"Never-married",1,1,180,0,1,0,2025
7,398,28,10,0,1,-4,"Never-married",1,1,101,0,1,0,1
308,352,29,2,0,35,50,"Never-married",0,1,337,0,1,0,1225
6,21,20,2,1,20,-4,"Never-married",1,1,215,0,1,0,400
21,42,21,3,0,27,10,"Never-married",1,1,234,0,1,0,729
22,22,17,1,1,40,20,"Never-married",1,1,253,1,0,0,1600
21,43,17,2,1,40,15,"Never-married",1,1,326,0,0,0,1600
5,116,22,8,1,12,-4,"Married",1,1,203,0,0,0,144
10,126,22,9,1,36,-4,"Married",1,1,203,0,0,0,1296
246,246,21,1,0,36,30,"Never-married",0,1,322,0,1,0,1296
109,464,25,4,0,45,-2,"Never-married",0,1,405,1,1,0,2025
11,90,20,2,0,20,-4,"Never-married",0,1,203,0,1,0,400
18,228,24,5,1,40,200,"Never-married",0,1,432,1,1,0,1600
65,452,31,7,1,60,700,"Divorced",1,0,344,0,0,1,3600
34,486,31,8,1,40,150,"Divorced",1,0,633,0,0,1,1600
18,504,31,9,0,20,-4,"Divorced",1,0,306,0,0,1,400
15,15,20,1,1,40,-2,"Never-married",1,1,242,0,1,0,1600
55,70,21,2,0,40,30,"Never-married",1,1,276,0,1,0,1600
101,290,25,2,1,40,1000,"Married",1,1,288,0,1,0,1600
273,273,23,1,0,35,20,"Never-married",1,1,295,0,1,0,1225
24,302,24,3,1,38,30,"Married",1,1,220,0,1,0,1444
159,461,27,4,0,10,3,"Married",1,1,275,0,1,0,100
63,571,30,6,1,32,5,"Divorced",1,1,299,0,1,0,1024
62,633,31,7,1,35,20,"Divorced",1,1,258,0,1,0,1225
45,45,20,1,1,40,6,"Never-married",0,1,392,0,0,0,1600
22,67,20,2,1,40,55,"Never-married",0,1,221,0,0,0,1600
9,134,26,4,0,40,36,"Divorced",0,1,384,0,0,0,1600
38,187,28,7,1,55,2,"Never-married",0,1,467,0,1,0,3025
39,72,21,5,0,0,15,"Separated",1,0,325,0,0,0,0
5,85,22,5,0,20,8,"Separated",1,0,325,0,0,0,400
43,146,25,8,0,30,100,"Divorced",1,0,306,0,0,0,900
76,275,32,11,0,30,250,"Divorced",1,0,274,1,0,0,900
56,409,32,13,0,30,-2,"Divorced",1,0,229,1,0,0,900
31,130,31,7,1,38,6,"Never-married",1,0,245,1,1,0,1444
12,142,31,8,1,40,-4,"Never-married",1,0,398,0,1,0,1600
28,170,31,9,1,40,-4,"Never-married",1,0,398,0,1,0,1600
15,15,19,1,0,30,3,"Never-married",0,1,261,0,1,0,900
2,64,20,5,1,40,-4,"Never-married",0,1,379,0,1,0,1600
6,70,20,6,1,50,-4,"Never-married",0,1,280,0,1,0,2500
13,83,21,7,1,40,100,"Never-married",0,1,272,1,1,0,1600
4,87,21,8,1,40,-4,"Never-married",0,1,272,1,1,0,1600
22,109,21,9,1,40,20,"Never-married",0,1,327,0,1,0,1600
18,156,23,13,1,40,30,"Never-married",0,1,276,0,1,0,1600
13,198,23,15,1,45,-4,"Never-married",0,1,315,0,1,0,2025
39,275,25,18,1,35,300,"Never-married",0,1,260,1,1,0,1225
14,439,30,24,1,25,20,"Separated",0,1,332,0,1,0,625
11,450,30,25,1,40,-4,"Separated",0,1,283,0,1,0,1600
54,504,31,26,1,40,18,"Married",0,1,419,0,1,0,1600
57,634,35,30,0,35,8,"Divorced",0,1,305,0,1,0,1225
57,93,23,3,1,30,25,"Never-married",1,1,230,0,1,0,900
10,103,23,4,0,20,1,"Never-married",1,1,307,0,1,0,400
87,229,26,7,1,35,15,"Married",1,1,262,1,1,0,1225
80,309,27,8,1,40,25,"Married",1,1,354,0,1,0,1600
37,346,28,9,1,40,3,"Married",1,1,338,0,1,0,1600
25,25,19,1,1,40,-4,"Never-married",0,1,230,0,1,0,1600
10,35,19,2,1,40,-4,"Never-married",0,1,297,1,1,0,1600
21,56,19,3,0,40,100,"Never-married",0,1,272,0,1,0,1600
36,36,19,1,1,30,30,"Never-married",0,1,217,0,1,0,900
11,61,20,3,1,40,-4,"Never-married",0,1,328,1,1,0,1600
7,132,22,7,0,35,-4,"Never-married",0,1,256,0,1,0,1225
27,163,23,8,0,20,30,"Married",0,1,236,0,1,0,400
21,201,23,11,1,40,6,"Married",0,1,274,1,1,0,1600
6,230,25,13,0,40,5,"Married",0,1,334,0,1,0,1600
17,96,21,5,1,75,120,"Never-married",1,1,280,1,0,0,5625
7,103,21,6,1,40,-4,"Never-married",1,1,272,1,0,0,1600
141,458,33,9,1,55,8,"Married",1,1,453,0,0,0,3025
77,77,26,1,1,40,4,"Never-married",1,1,306,0,1,0,1600
86,163,28,2,1,45,25,"Married",1,1,337,0,0,1,2025
85,281,30,4,1,60,30,"Divorced",1,1,316,1,0,1,3600
160,441,35,5,1,40,-4,"Divorced",1,1,366,0,0,1,1600
19,410,27,9,1,40,10,"Never-married",0,0,404,0,1,0,1600
79,489,29,10,0,40,40,"Never-married",0,0,566,0,1,0,1600
51,686,34,12,1,40,30,"Never-married",0,0,613,0,1,0,1600
23,23,18,1,1,20,7,"Never-married",1,0,217,0,1,0,400
55,269,25,4,0,40,250,"Never-married",1,0,350,0,1,0,1600
10,17,18,2,1,40,-4,"Never-married",0,1,252,0,0,0,1600
17,56,20,5,1,40,100,"Never-married",0,1,262,0,0,0,1600
117,206,25,9,0,40,16,"Divorced",0,1,1400,0,0,0,1600
57,194,24,3,1,40,327,"Never-married",0,1,301,0,1,0,1600
92,286,26,4,1,40,350,"Never-married",0,1,323,0,1,0,1600
61,428,30,8,1,70,2,"Never-married",0,1,230,0,1,0,4900
132,560,32,9,1,40,1000,"Married",0,1,529,0,1,0,1600
26,586,34,10,1,50,-4,"Married",0,1,,0,1,0,2500
6,161,24,9,1,25,-4,"Never-married",0,1,204,0,1,0,625
49,238,26,12,0,45,3,"Never-married",0,1,300,0,1,0,2025
147,408,29,12,0,20,3,"Never-married",0,1,311,0,1,0,400
11,195,25,3,1,24,-4,"Never-married",1,1,175,0,1,0,576
28,28,23,1,0,40,50,"Never-married",1,1,355,0,1,0,1600
4,68,23,3,1,40,-4,"Never-married",1,1,276,0,1,0,1600
225,293,28,4,1,35,100,"Never-married",1,1,269,0,0,1,1225
39,244,25,3,1,40,15,"Never-married",0,0,432,0,1,0,1600
331,602,32,5,1,40,30,"Never-married",0,0,498,0,1,0,1600
93,93,24,1,0,40,1500,"Married",0,1,730,1,1,0,1600
13,639,28,4,1,38,-4,"Never-married",0,1,195,0,1,0,1444
1,640,28,5,1,36,-4,"Never-married",0,1,236,0,1,0,1296
9,649,29,6,0,50,15,"Never-married",0,1,203,0,1,0,2500
489,489,23,1,1,40,30,"Married",0,1,325,0,0,0,1600
215,704,27,2,0,32,50,"Married",0,1,516,0,0,0,1024
17,471,23,2,1,40,8,"Never-married",1,1,227,0,1,0,1600
32,537,24,4,1,42,8,"Never-married",1,1,220,0,1,0,1764
16,553,25,5,1,50,-4,"Never-married",1,1,253,0,1,0,2500
30,651,31,8,1,30,10,"Never-married",1,1,249,0,1,0,900
21,672,31,9,1,25,-4,"Never-married",1,1,222,0,1,0,625
31,703,31,10,0,25,5,"Never-married",1,1,245,0,1,0,625
4,724,31,12,1,30,-4,"Never-married",1,1,245,0,1,0,900
13,737,31,13,1,35,-4,"Never-married",1,1,245,0,1,0,1225
31,63,22,4,1,40,35,"Never-married",1,0,270,0,0,0,1600
70,70,19,1,0,40,2,"Never-married",1,1,403,0,1,0,1600
48,733,31,6,0,25,6,"Married",1,1,612,0,1,0,625
26,26,18,1,0,21,30,"Never-married",0,1,283,0,1,0,441
219,253,22,2,1,40,3,"Married",0,1,473,0,1,0,1600
104,287,25,2,0,40,4,"Married",0,1,439,0,1,0,1600
23,109,22,3,0,30,8,"Never-married",1,1,207,0,1,0,900
196,196,22,1,0,32,250,"Never-married",1,1,322,0,1,0,1024
10,234,23,1,1,20,-4,"Never-married",1,1,210,0,1,0,400
92,92,18,1,1,30,25,"Never-married",1,1,222,0,1,0,900
166,258,22,2,1,40,-4,"Married",1,1,444,0,1,0,1600
284,542,27,3,0,40,18,"Married",1,1,444,0,1,0,1600
12,12,20,1,1,16,-4,"Never-married",0,1,256,0,1,0,256
108,215,24,3,0,36,150,"Married",0,1,453,0,1,0,1296
140,464,27,4,0,40,250,"Never-married",0,0,367,1,1,0,1600
8,496,28,4,0,40,300,"Never-married",0,0,354,1,1,0,1600
47,659,31,4,0,40,300,"Married",0,0,401,1,1,0,1600
184,854,35,4,0,40,300,"Married",0,0,561,1,1,0,1600
78,108,26,3,1,55,1000,"Never-married",1,1,514,0,0,1,3025
12,36,21,3,1,30,-4,"Never-married",1,0,266,1,1,0,900
16,67,25,5,1,40,1200,"Never-married",1,0,384,0,1,0,1600
4,93,25,8,1,40,-4,"Never-married",1,0,223,1,1,0,1600
19,125,26,10,0,40,50,"Never-married",1,0,252,1,1,0,1600
43,69,21,2,1,65,25,"Never-married",0,0,412,0,1,0,4225
18,87,21,3,1,45,15,"Never-married",0,0,536,0,1,0,2025
27,125,22,5,0,35,35,"Never-married",0,0,279,0,1,0,1225
10,158,24,8,1,30,-4,"Never-married",0,0,219,0,1,0,900
11,63,22,2,1,30,-4,"Married",0,1,217,0,1,0,900
60,260,28,7,1,40,30,"Divorced",0,1,338,0,1,0,1600
56,316,30,8,1,75,-4,"Divorced",0,1,332,0,1,0,5625
217,533,34,9,1,40,-4,"Divorced",0,1,245,0,1,0,1600
4,4,16,1,1,30,-4,-4,0,1,221,0,0,0,900
5,9,16,2,1,35,-4,-4,0,1,252,0,0,0,1225
3,28,17,4,1,25,-4,"Never-married",0,1,215,0,0,0,625
25,66,18,6,1,35,20,"Never-married",0,1,232,0,0,0,1225
15,142,22,8,0,40,100,"Married",0,1,445,0,0,0,1600
48,306,24,11,1,40,300,"Married",0,1,472,0,0,0,1600
24,330,24,12,0,40,50,"Married",0,1,539,0,0,0,1600
58,425,27,15,1,40,100,"Married",0,1,466,0,0,0,1600
25,530,29,17,1,40,10,"Married",0,1,405,0,0,0,1600
82,612,31,18,0,40,50,"Married",0,1,429,0,0,0,1600
19,19,20,1,1,20,15,"Never-married",0,1,105,0,1,0,400
41,60,20,2,0,40,20,"Never-married",0,1,379,0,1,0,1600
99,167,23,3,0,45,6,"Never-married",0,1,335,0,1,0,2025
132,322,26,4,1,50,30,"Married",0,1,645,0,1,0,2500
4,13,21,2,1,36,-4,"Never-married",1,0,286,1,1,0,1296
9,49,24,5,0,35,15,"Never-married",1,0,288,0,1,0,1225
26,150,33,10,1,40,3000,"Married",1,0,311,0,1,0,1600
9,9,19,1,1,30,-4,"Never-married",1,0,282,0,1,0,900
7,16,19,2,1,30,-4,"Never-married",1,0,242,0,1,0,900
16,36,20,4,1,40,12,"Never-married",1,0,236,1,1,0,1600
171,212,24,6,1,30,7,"Married",1,0,306,0,1,0,900
27,27,24,1,1,40,35,"Never-married",1,0,350,0,1,0,1600
143,170,26,2,0,0,75,"Never-married",1,0,266,1,1,0,0
13,294,31,6,1,20,-4,"Never-married",1,0,245,0,1,0,400
13,307,31,7,1,20,-4,"Never-married",1,0,237,0,1,0,400
57,165,23,4,1,40,300,"Never-married",1,1,260,0,1,0,1600
115,280,25,5,1,40,70,"Never-married",1,1,504,0,1,0,1600
49,329,26,6,1,40,75,"Never-married",1,1,455,0,1,0,1600
79,79,22,1,1,40,15,"Married",0,1,335,0,0,1,1600
60,60,22,1,1,20,30,"Never-married",1,1,345,1,0,1,400
409,469,30,2,1,40,6,"Married",1,1,451,0,0,1,1600
90,559,32,3,0,40,350,"Married",1,1,405,0,0,1,1600
20,20,24,1,0,7,10000,"Never-married",1,1,1276,1,0,1,49
1,51,25,1,0,10,40,"Married",1,1,864,1,0,1,100
31,31,26,1,1,45,-4,"Married",0,1,609,0,0,1,2025
17,64,26,3,1,20,1,"Married",0,1,599,1,0,1,400
169,233,31,4,1,40,500,"Married",0,1,1093,0,0,1,1600
56,289,31,5,1,40,50,"Married",0,1,559,1,0,1,1600
17,55,21,3,1,40,-2,"Never-married",1,1,302,0,1,0,1600
17,77,21,5,1,30,-2,"Never-married",1,1,292,0,1,0,900
62,185,25,7,1,35,70,"Never-married",1,1,450,1,1,0,1225
47,294,27,9,1,40,-4,"Never-married",1,1,590,0,1,0,1600
46,190,28,2,1,40,40,"Married",1,0,602,1,0,1,1600
43,43,24,1,1,40,25,"Never-married",1,1,216,0,1,0,1600
20,96,25,4,0,40,100,"Never-married",1,1,347,1,1,0,1600
43,147,26,4,1,40,1000,"Never-married",1,1,372,1,1,0,1600
22,22,18,1,1,20,40,"Never-married",1,1,224,0,1,0,400
81,81,22,1,0,40,25,"Married",0,1,289,0,1,0,1600
384,416,28,3,1,40,15,"Divorced",0,1,345,0,1,0,1600
53,496,31,5,0,20,-4,"Divorced",0,1,432,1,0,1,400
239,755,35,6,0,7,2,"Married",0,1,437,0,0,1,49
229,229,22,1,0,40,30,"Never-married",0,1,384,0,1,0,1600
551,551,28,1,1,40,200,"Never-married",0,1,418,0,1,0,1600
333,917,35,3,1,40,100,"Never-married",0,1,382,0,1,0,1600
110,360,33,5,1,40,300,"Married",1,1,459,1,0,1,1600
18,18,20,1,1,40,6,"Never-married",1,0,217,1,0,0,1600
67,85,21,2,1,39,3,"Never-married",1,0,219,1,0,0,1521
154,342,30,6,1,40,24,"Married",1,0,494,1,0,0,1600
157,269,26,2,1,40,13,"Married",1,1,342,0,1,0,1600
52,321,26,3,1,40,5,"Married",1,1,321,0,1,0,1600
108,108,23,1,0,30,100,"Never-married",1,1,84,0,0,1,900
123,257,26,3,0,37,5,"Married",1,1,632,0,0,1,1369
43,334,28,5,1,40,-4,"Married",1,1,673,0,0,1,1600
527,538,28,2,0,50,15,"Separated",0,1,236,0,0,0,2500
12,170,28,6,1,40,-4,"Married",1,0,266,0,0,1,1600
50,249,31,8,0,20,9,"Divorced",1,0,409,0,0,1,400
13,141,26,5,1,40,-4,"Never-married",0,0,248,0,1,0,1600
1,145,26,7,1,40,-4,"Never-married",0,0,315,0,1,0,1600
2,147,26,8,1,50,-4,"Never-married",0,0,525,0,1,0,2500
4,4,18,1,1,25,-4,"Never-married",0,0,252,0,0,0,625
20,24,18,2,0,0,120,"Never-married",0,0,295,0,0,0,0
26,71,23,4,1,25,-4,"Never-married",1,0,253,0,1,0,625
10,142,26,7,1,25,-4,"Never-married",1,0,245,0,1,0,625
135,414,29,2,1,35,50,"Married",0,1,68,0,0,1,1225
2,262,26,5,0,6,15,"Married",1,1,519,0,1,0,36
105,105,18,1,1,30,125,"Never-married",0,1,224,0,0,0,900
54,423,30,8,1,40,-4,"Never-married",0,1,326,1,0,0,1600
31,31,22,1,1,35,11,"Married",1,1,230,0,1,0,1225
29,60,22,2,0,35,25,"Married",1,1,249,0,1,0,1225
27,89,23,3,1,32,-2,"Married",1,1,278,1,1,0,1024
322,411,29,4,0,12,2000,"Married",1,1,1000,1,0,1,144
9,20,30,2,0,70,2000,"Never-married",0,1,301,1,0,1,4900
264,264,31,1,1,40,6,"Never-married",0,1,404,0,1,0,1600
28,133,29,3,1,20,10,"Married",1,1,292,0,0,1,400
84,234,31,5,1,25,1,"Married",1,1,613,0,0,1,625
81,81,26,1,0,40,8,"Married",1,1,676,0,0,1,1600
25,78,26,7,1,40,-2,"Never-married",1,1,490,1,0,1,1600
15,97,26,9,1,40,-4,"Never-married",1,1,438,0,0,1,1600
24,121,27,10,0,40,200,"Never-married",1,1,311,0,0,1,1600
55,183,32,11,0,40,50,"Married",1,1,457,1,0,1,1600
5,265,32,12,1,4,1,"Married",1,1,419,1,0,1,16
13,137,25,5,1,70,-4,"Married",0,1,448,0,0,1,4900
5,5,18,1,0,25,8,"Never-married",1,1,225,0,1,0,625
13,26,18,2,1,8,6,"Never-married",1,1,88,0,1,0,64
46,149,25,7,0,40,6,"Married",1,1,337,0,1,0,1600
50,206,27,7,0,24,4,"Married",1,1,338,0,1,0,576
18,329,27,9,1,40,7,"Never-married",1,1,354,1,1,0,1600
40,114,20,3,1,35,20,"Never-married",0,1,266,0,1,0,1225
159,273,23,4,1,40,16,"Never-married",0,1,225,0,1,0,1600
52,325,24,5,1,30,15,"Never-married",0,1,253,0,1,0,900
64,389,25,6,0,18,60,"Never-married",0,1,301,0,1,0,324
204,599,30,7,1,26,8,"Never-married",0,1,237,0,1,0,676
100,100,25,1,0,2,4,"Married",1,1,2275,0,0,1,4
24,24,18,1,1,60,5,"Never-married",0,1,239,0,0,0,3600
29,53,18,2,1,30,2,"Never-married",0,1,261,0,0,0,900
22,75,19,3,0,40,60,"Never-married",0,1,278,0,0,0,1600
3,115,19,4,1,70,1,"Never-married",0,1,307,0,0,0,4900
11,126,20,3,1,40,60,"Married",0,1,286,0,0,0,1600
9,135,20,6,0,35,3,"Married",0,1,307,0,0,0,1225
4,161,20,7,1,40,6,"Married",0,1,327,0,0,0,1600
7,168,20,8,1,45,-4,"Married",0,1,282,0,0,0,2025
29,197,21,9,1,40,17,"Married",0,1,322,0,0,0,1600
15,212,21,10,1,40,4,"Married",0,1,282,0,0,0,1600
1,213,21,11,1,24,-4,"Married",0,1,311,0,0,0,576
53,266,22,12,1,40,-2,"Married",0,1,414,0,0,0,1600
39,305,23,13,1,40,100,"Married",0,1,384,0,0,0,1600
47,352,24,14,1,60,4,"Married",0,1,371,0,0,0,3600
35,499,29,16,0,40,20,"Divorced",0,1,349,0,0,0,1600
141,141,23,1,0,35,400,"Never-married",1,1,329,0,0,1,1225
102,185,28,3,1,40,150,"Never-married",1,0,438,0,0,1,1600
13,230,30,6,1,40,-4,"Never-married",1,0,387,0,0,1,1600
46,63,21,2,1,35,25,"Never-married",1,0,319,1,1,0,1225
5,261,26,5,1,8,-4,"Never-married",1,0,280,0,1,0,64
17,362,29,9,1,40,500,"Never-married",1,0,416,0,1,0,1600
16,16,18,1,1,40,300,"Never-married",1,1,295,0,0,0,1600
22,38,18,2,1,40,500,"Never-married",1,1,326,0,0,0,1600
15,80,19,4,1,35,7,"Married",1,1,286,0,0,0,1225
48,166,25,8,1,50,100,"Married",1,1,431,0,0,0,2500
26,293,33,11,0,20,1,"Married",1,1,1297,1,0,1,400
9,328,33,13,0,30,-4,"Married",1,1,949,1,0,1,900
118,490,28,4,1,45,30,"Never-married",0,1,936,0,0,1,2025
34,524,29,5,1,45,30,"Never-married",0,1,1055,0,0,1,2025
221,745,33,6,1,44,-4,"Married",0,1,1371,0,0,1,1936
114,114,21,1,1,35,75,"Never-married",0,1,272,0,0,0,1225
4,118,21,2,0,25,50,"Never-married",0,1,266,0,0,0,625
104,233,23,3,1,40,100,"Never-married",0,1,529,0,0,0,1600
17,74,23,2,1,40,6,"Never-married",0,1,245,0,0,0,1600
58,284,24,4,0,40,300,"Never-married",0,1,585,1,0,0,1600
4,607,31,6,0,40,-4,"Never-married",0,1,225,0,0,0,1600
17,629,31,8,1,30,-4,"Never-married",0,1,335,0,0,0,900
90,90,25,1,1,25,50,"Never-married",0,1,270,0,1,0,625
7,97,25,2,1,40,-4,"Never-married",0,1,490,0,1,0,1600
49,146,26,3,1,40,160,"Never-married",0,1,649,1,1,0,1600
47,193,27,4,0,70,40,"Never-married",0,1,268,1,1,0,4900
38,242,29,4,1,55,-2,"Never-married",0,1,334,1,1,0,3025
43,300,29,7,1,40,17,"Never-married",0,1,225,0,1,0,1600
112,112,26,1,1,40,4,"Married",0,1,384,1,0,1,1600
417,529,32,2,1,80,500,"Married",0,1,440,1,0,1,6400
156,685,34,3,1,65,500,"Married",0,1,438,1,0,1,4225
104,104,29,1,1,20,6,"Divorced",0,1,261,0,1,0,400
45,238,23,2,1,40,400,"Never-married",0,1,427,0,0,1,1600
15,253,24,3,1,40,-4,"Never-married",0,1,576,0,0,1,1600
14,267,24,4,0,40,250,"Never-married",0,1,562,0,0,1,1600
47,322,25,5,1,40,400,"Never-married",0,1,461,0,0,1,1600
76,245,25,3,0,15,3,"Never-married",1,1,525,0,0,1,225
136,136,23,1,1,20,50,"Never-married",0,1,394,0,0,1,400
184,390,28,4,1,45,150,"Married",0,1,936,0,0,1,2025
336,726,35,5,1,60,7000,"Married",0,1,1914,0,0,1,3600
33,33,24,1,0,30,12,"Never-married",0,1,337,0,1,0,900
56,98,26,2,1,40,2,"Never-married",0,1,480,0,0,1,1600
1,327,30,9,0,20,2000,"Married",1,1,677,1,0,1,400
28,28,18,1,1,30,14,"Never-married",0,1,227,0,1,0,900
48,76,19,2,1,30,25,"Never-married",0,1,268,0,1,0,900
92,176,21,4,0,15,1,"Never-married",0,1,269,0,1,0,225
5,26,18,2,1,15,-4,"Never-married",0,1,403,1,1,0,225
17,43,19,3,1,40,9,"Never-married",0,1,236,0,1,0,1600
23,85,20,5,1,40,50,"Never-married",0,1,269,0,1,0,1600
5,90,20,6,1,40,-4,"Never-married",0,1,269,0,1,0,1600
185,349,31,3,1,47,5,"Married",0,0,358,0,1,0,2209
95,444,33,5,1,40,700,"Married",0,0,530,0,1,0,1600
113,221,21,3,1,27,12,"Never-married",1,0,211,0,0,0,729
299,599,29,5,1,40,6,"Never-married",1,0,253,0,0,0,1600
46,198,24,4,1,50,30,"Never-married",0,0,306,0,1,0,2500
51,335,32,8,1,40,13,"Never-married",1,0,229,1,1,0,1600
38,373,34,9,0,40,-2,"Never-married",1,0,228,0,1,0,1600
11,286,25,5,0,20,35,"Never-married",1,0,225,0,1,0,400
14,87,22,7,0,25,20,"Never-married",1,0,240,0,0,0,625
64,154,24,8,1,33,10,"Never-married",1,0,221,0,0,0,1089
128,312,28,12,1,56,2,"Married",1,0,237,0,0,0,3136
133,500,33,15,1,40,7,"Divorced",1,0,306,0,0,0,1600
43,99,25,5,0,40,-2,"Never-married",1,0,303,0,0,0,1600
191,328,30,7,1,29,100,"Never-married",1,0,225,1,0,0,841
31,400,32,9,0,30,300,"Never-married",1,0,245,1,0,0,900
26,26,18,1,1,40,70,"Never-married",0,0,233,0,0,0,1600
358,649,33,7,1,40,300,"Married",0,0,474,0,0,0,1600
1,141,33,8,1,24,-4,"Never-married",0,1,249,0,0,0,576
35,35,18,1,1,40,4,"Never-married",0,1,256,0,0,0,1600
25,60,18,2,1,72,4,"Never-married",0,1,440,0,0,0,5184
2,62,18,3,1,60,-4,"Never-married",0,1,245,0,0,0,3600
1,32,19,2,1,16,-4,"Never-married",1,0,211,0,0,0,256
3,45,19,4,0,40,-4,"Never-married",1,0,38,0,0,0,1600
13,77,20,4,0,40,1,"Never-married",1,0,50,0,0,0,1600
5,21,17,3,1,20,-4,"Never-married",0,0,238,0,0,0,400
14,35,17,4,1,30,5,"Never-married",0,0,236,0,0,0,900
21,74,19,6,1,35,6,"Never-married",0,0,262,0,0,0,1225
16,90,19,7,1,40,6,"Never-married",0,0,242,0,0,0,1600
20,88,20,3,1,40,10,"Never-married",1,0,274,1,1,0,1600
17,105,21,4,1,40,-4,"Never-married",1,0,327,0,1,0,1600
35,211,25,9,0,18,30,"Never-married",1,0,241,1,1,0,324
36,97,21,3,0,15,40,"Married",1,1,79,0,0,0,225
43,156,22,3,0,22,-2,"Married",1,1,76,0,0,0,484
22,184,23,5,1,35,250,"Separated",1,1,297,0,0,0,1225
22,22,18,1,1,30,4,"Never-married",0,1,238,0,1,0,900
25,47,18,2,1,12,2,"Never-married",0,1,44,0,1,0,144
303,350,28,3,1,50,4,"Married",0,1,230,0,1,0,2500
59,59,20,1,1,38,6,"Married",1,1,266,0,1,0,1444
66,269,27,7,1,36,-2,"Separated",1,1,998,1,1,0,1296
8,277,28,8,0,16,-4,"Divorced",1,1,1184,0,1,0,256
28,324,28,10,0,24,50,"Divorced",1,1,665,0,1,0,576
139,180,21,2,0,20,12,"Never-married",0,0,94,0,1,0,400
98,98,21,1,1,40,15,"Never-married",0,0,286,0,1,0,1600
41,279,25,4,1,40,9,"Never-married",0,0,280,0,1,0,1600
38,317,26,7,1,40,-4,"Never-married",0,0,303,0,1,0,1600
15,332,26,8,1,40,300,"Never-married",0,0,286,0,1,0,1600
256,591,31,10,1,40,40,"Never-married",0,0,311,0,1,0,1600
52,643,33,11,1,40,9,"Never-married",0,0,398,0,1,0,1600
152,171,27,3,0,40,-4,"Married",1,0,269,0,1,0,1600
21,121,23,3,1,25,3,"Never-married",0,0,260,1,0,0,625
8,244,29,9,0,40,3,"Never-married",0,0,338,0,0,0,1600
112,112,22,1,1,19,25,"Never-married",0,1,347,1,0,1,361
71,183,24,2,1,40,500,"Separated",0,1,574,0,0,1,1600
247,430,30,3,1,60,50,"Married",0,1,527,0,0,1,3600
238,238,24,1,0,35,100,"Never-married",0,1,252,0,1,0,1225
8,30,20,2,1,28,-4,"Married",1,1,105,0,1,0,784
9,39,20,3,0,12,-4,"Married",1,1,252,0,1,0,144
21,112,24,5,1,20,10,"Married",1,1,288,0,0,1,400
146,258,27,6,1,50,50,"Married",1,1,660,1,0,1,2500
115,164,21,3,1,40,12,"Never-married",0,1,278,0,1,0,1600
2,180,21,5,1,40,-4,"Never-married",0,1,297,0,1,0,1600
12,192,21,6,1,40,-4,"Never-married",0,1,270,0,1,0,1600
27,219,22,7,0,60,5,"Never-married",0,1,299,0,1,0,3600
3,240,23,9,0,25,15,"Married",0,1,198,0,1,0,625
47,294,28,8,0,31,50,"Never-married",1,1,539,1,0,1,961
136,136,23,1,0,4,4,"Never-married",1,1,334,0,0,1,16
35,208,24,6,0,55,20,"Never-married",1,1,321,0,0,1,3025
80,297,26,6,1,30,120,"Never-married",1,1,691,1,0,1,900
19,19,18,1,0,40,-2,"Never-married",0,1,307,0,1,0,1600
57,131,19,2,0,20,-2,"Never-married",0,1,373,0,1,0,400
176,176,20,1,0,20,12,"Never-married",0,0,295,0,0,0,400
194,721,31,5,0,10,4,"Never-married",0,0,242,1,1,0,100
3,15,17,3,1,52,20,"Never-married",0,0,231,0,0,0,2704
46,70,18,5,1,40,150,"Never-married",0,0,367,0,0,0,1600
310,496,28,7,1,40,30,"Married",0,0,464,0,0,0,1600
14,614,30,9,1,40,5,"Divorced",0,0,372,0,0,0,1600
36,78,20,2,1,40,-2,"Never-married",1,0,225,0,0,0,1600
72,169,32,5,0,40,75,"Married",1,0,291,1,0,0,1600
16,16,23,1,1,40,-2,"Never-married",1,0,350,1,0,1,1600
17,33,24,2,1,40,60,"Never-married",1,0,423,1,0,1,1600
44,302,31,8,0,40,-4,"Never-married",1,0,405,0,0,1,1600
97,400,33,9,1,40,30,"Never-married",1,0,615,1,0,1,1600
18,418,33,10,0,40,-4,"Never-married",1,0,615,1,0,1,1600
51,204,24,2,0,25,30,"Never-married",0,1,288,1,0,1,625
59,306,25,5,0,40,7,"Never-married",0,1,404,0,0,1,1600
17,332,26,5,0,40,10,"Never-married",0,1,507,0,0,1,1600
9,376,27,5,0,40,10,"Never-married",0,1,416,0,0,1,1600
143,562,32,5,1,15,15,"Never-married",0,1,436,0,0,1,225
250,250,25,1,1,27,15,"Married",1,1,387,0,1,0,729
4,54,19,5,1,35,-4,"Never-married",1,1,272,0,0,0,1225
52,177,26,12,1,40,6,"Never-married",1,1,306,0,0,0,1600
10,187,26,13,1,40,-4,"Never-married",1,1,228,0,0,0,1600
26,26,18,1,1,20,6,"Never-married",1,1,272,0,1,0,400
